barcode	stain_status
01117805	stained
01117806	stained
01117831	stained
01117856	stained
01117897	stained
01117912	stained
01117915	stained
01117926	stained
01117936	stained
01117938	stained
01117939	stained
01117960	stained
01117966	stained
01117967	stained
01117974	stained
01117981	stained
01125502	stained
01125510	stained
01151740	stained
01159824	stained
01164539	stained
01164893	stained
01164901	stained
01164939	stained
01165016	stained
01165127	stained
01165232	stained
01165320	stained
01165327	stained
01165334	stained
01170118	stained
01171678	stained
01171813	stained
01171853	stained
01171857	stained
01179517	stained
01179519	stained
01180239	stained
01180240	stained
01180243	stained
01180254	stained
01180302	stained
01180311	stained
01180413	stained
01181270	stained
01184945	stained
01185659	stained
01185664	stained
01186344	stained
01186358	stained
01186363	stained
01187665	stained
01187666	stained
01187668	stained
01187669	stained
01187671	stained
01187673	stained
01187677	stained
01187678	stained
01187679	stained
01187699	stained
01187700	stained
01187701	stained
01187702	stained
01187705	stained
01187706	stained
01187707	stained
01187708	stained
01187709	stained
01187710	stained
01187711	stained
01187712	stained
01187713	stained
01187715	stained
01187716	stained
01187717	stained
01187718	stained
01187719	stained
01187720	stained
01187721	stained
01189313	stained
01189851	stained
01190239	stained
01199364	stained
01268527	stained
01268528	stained
01268532	stained
01268534	stained
01268535	stained
01268545	stained
01268629	stained
01268678	stained
01268679	stained
01268695	stained
01268730	stained
01268734	stained
01268798	stained
01268846	stained
01268848	stained
01268858	stained
01268860	stained
01268871	stained
01268872	stained
01268879	stained
01268887	stained
01268944	stained
01269133	stained
01273446	stained
01276037	stained
01354103	stained
01354286	stained
01357042	stained
01362135	stained
01366995	stained
01371661	stained
01378073	stained
01378323	stained
01384069	stained
01385581	stained
01385891	stained
01386035	stained
01391614	stained
01392309	stained
01397445	stained
01398974	stained
01399349	stained
01399893	stained
01400582	stained
01404018	stained
01405252	stained
01406192	stained
01408130	stained
01424147	stained
01436022	stained
01437492	stained
01444389	stained
01468760	stained
01468863	stained
01469502	stained
01486599	stained
01495496	stained
01498019	stained
01499458	stained
01500187	stained
01500750	stained
01500845	stained
01501091	stained
01501121	stained
01501430	stained
01501797	stained
01502744	stained
01513570	stained
01517764	stained
01526476	stained
01528531	stained
01529663	stained
01531617	stained
01532243	stained
01533655	stained
01534415	stained
01536113	stained
01536211	stained
01536476	stained
01536553	stained
01536926	stained
01537552	stained
01538520	stained
01538651	stained
01543036	stained
01543116	stained
01543851	stained
01551112	stained
01551396	stained
01582211	stained
01585046	stained
01587242	stained
01594647	stained
01594710	stained
01612223	stained
01612243	stained
01612361	stained
01612535	stained
01612566	stained
01612836	stained
01614409	stained
01614612	stained
01616193	stained
01616892	stained
01619305	stained
01620243	stained
01622362	stained
01622601	stained
01622668	stained
01622693	stained
01639388	stained
01639637	stained
01639832	stained
01652624	stained
01654396	stained
01655680	stained
01657266	stained
01657694	stained
01658453	stained
01696156	stained
01697576	stained
01699762	stained
01701002	stained
01701767	stained
01701917	stained
01702357	stained
01703515	stained
01703535	stained
01705630	stained
01705803	stained
01707562	stained
01708560	stained
01709274	stained
01709679	stained
01736689	stained
01737367	stained
01801410	stained
01808480	stained
01812889	stained
01825805	stained
01826696	stained
01836919	stained
01839579	stained
01840293	stained
00000001	unstained
00000003	unstained
00000015	unstained
00000020	unstained
00000021	unstained
00000023	unstained
00000025	unstained
00000044	unstained
00000057	unstained
00000059	unstained
00000062	unstained
00000066	unstained
00000067	unstained
00000070	unstained
00000081	unstained
00000082	unstained
00000083	unstained
00000085	unstained
00000095	unstained
00000100	unstained
00000102	unstained
00000109	unstained
00000126	unstained
00000127	unstained
00000132	unstained
00000139	unstained
00000143	unstained
00000145	unstained
00000147	unstained
00000165	unstained
00000167	unstained
00000175	unstained
00000177	unstained
00000179	unstained
00000192	unstained
00000193	unstained
00000196	unstained
00000201	unstained
00000224	unstained
00000226	unstained
00000251	unstained
00000259	unstained
00000261	unstained
00000276	unstained
00000283	unstained
00000289	unstained
00000294	unstained
00000295	unstained
00000303	unstained
00000308	unstained
00000318	unstained
00000325	unstained
00000332	unstained
00000333	unstained
00000341	unstained
00000353	unstained
00000355	unstained
00000368	unstained
00000371	unstained
00000378	unstained
00000401	unstained
00000410	unstained
00000419	unstained
00000428	unstained
00000431	unstained
00000445	unstained
00000450	unstained
00000452	unstained
00000469	unstained
00000470	unstained
00000478	unstained
00000479	unstained
00000489	unstained
00000496	unstained
00000500	unstained
00000503	unstained
00000512	unstained
00000516	unstained
00000518	unstained
00000526	unstained
00000532	unstained
00000555	unstained
00000561	unstained
00000564	unstained
00000570	unstained
00000578	unstained
00000585	unstained
00000586	unstained
00000589	unstained
00000598	unstained
00000605	unstained
00000606	unstained
00000618	unstained
00000621	unstained
00000636	unstained
00000644	unstained
00000656	unstained
00000659	unstained
00000660	unstained
00000707	unstained
00000709	unstained
00000718	unstained
00000731	unstained
00000735	unstained
00000756	unstained
00000786	unstained
00000790	unstained
00000828	unstained
00000829	unstained
00000840	unstained
00000841	unstained
00000842	unstained
00000850	unstained
00000859	unstained
00000860	unstained
00000882	unstained
00000901	unstained
00000904	unstained
00000905	unstained
00000909	unstained
00000910	unstained
00000916	unstained
00000928	unstained
00000941	unstained
00000951	unstained
00000957	unstained
00000961	unstained
00000979	unstained
00000984	unstained
00000986	unstained
00000997	unstained
00001005	unstained
00001025	unstained
00001028	unstained
00001029	unstained
00001052	unstained
00001060	unstained
00001071	unstained
00001089	unstained
00001101	unstained
00001104	unstained
00001110	unstained
00001120	unstained
00001123	unstained
00001146	unstained
00001148	unstained
00001152	unstained
00001157	unstained
00001188	unstained
00001203	unstained
00001212	unstained
00001213	unstained
00001218	unstained
00001231	unstained
00001233	unstained
00001252	unstained
00001262	unstained
00001269	unstained
00001276	unstained
00001277	unstained
00001278	unstained
00001281	unstained
00001282	unstained
00001285	unstained
00001287	unstained
00001289	unstained
00001292	unstained
00001293	unstained
00001323	unstained
00001340	unstained
00001359	unstained
00001380	unstained
00001381	unstained
00001389	unstained
00001391	unstained
00001425	unstained
00001439	unstained
00001442	unstained
00001453	unstained
00001466	unstained
00001476	unstained
00001480	unstained
00001500	unstained
00001511	unstained
00001525	unstained
00001530	unstained
00001536	unstained
00001538	unstained
00001546	unstained
00001554	unstained
00001562	unstained
00001566	unstained
00001567	unstained
00001569	unstained
00001581	unstained
00001584	unstained
00001586	unstained
00001592	unstained
00001615	unstained
00001622	unstained
00001628	unstained
00001641	unstained
00001648	unstained
00001666	unstained
00001674	unstained
00001675	unstained
00001677	unstained
00001679	unstained
00001683	unstained
00001686	unstained
00001693	unstained
00001709	unstained
00001718	unstained
00001719	unstained
00001722	unstained
00001731	unstained
00001741	unstained
00001749	unstained
00001752	unstained
00001768	unstained
00001777	unstained
00001784	unstained
00001794	unstained
00001816	unstained
00001829	unstained
00001860	unstained
00001864	unstained
00001865	unstained
00001867	unstained
00001878	unstained
00001880	unstained
00001884	unstained
00001900	unstained
00001929	unstained
00001952	unstained
00001963	unstained
00001973	unstained
00001981	unstained
00001994	unstained
00002027	unstained
00002045	unstained
00002056	unstained
00002079	unstained
00002104	unstained
00002114	unstained
00002123	unstained
00002148	unstained
00002174	unstained
00002188	unstained
00002204	unstained
00002206	unstained
00002208	unstained
00002210	unstained
00002221	unstained
00002224	unstained
00002230	unstained
00002232	unstained
00002240	unstained
00002244	unstained
00002262	unstained
00002269	unstained
00002276	unstained
00002284	unstained
00002285	unstained
00002288	unstained
00002302	unstained
00002316	unstained
00002319	unstained
00002330	unstained
00002339	unstained
00002344	unstained
00002373	unstained
00002380	unstained
00002393	unstained
00002397	unstained
00002403	unstained
00002408	unstained
00002415	unstained
00002418	unstained
00002427	unstained
00002430	unstained
00002434	unstained
00002453	unstained
00002465	unstained
00002470	unstained
00002535	unstained
00002555	unstained
00002564	unstained
00002578	unstained
00002581	unstained
00002602	unstained
00002606	unstained
00002613	unstained
00002634	unstained
00002667	unstained
00002670	unstained
00002691	unstained
00002704	unstained
00002717	unstained
00002725	unstained
00002727	unstained
00002736	unstained
00002743	unstained
00002744	unstained
00002749	unstained
00002768	unstained
00002770	unstained
00002774	unstained
00002775	unstained
00002807	unstained
00002810	unstained
00002815	unstained
00002818	unstained
00002820	unstained
00002838	unstained
00002843	unstained
00002849	unstained
00002861	unstained
00002883	unstained
00002886	unstained
00002888	unstained
00002894	unstained
00002961	unstained
00002967	unstained
00002975	unstained
00002985	unstained
00003006	unstained
00003008	unstained
00003020	unstained
00003037	unstained
00003040	unstained
00003045	unstained
00003071	unstained
00003088	unstained
00003096	unstained
00003120	unstained
00003125	unstained
00003147	unstained
00003151	unstained
00003161	unstained
00003177	unstained
00003184	unstained
00003191	unstained
00003208	unstained
00003217	unstained
00003231	unstained
00003233	unstained
00003237	unstained
00003241	unstained
00003245	unstained
00003255	unstained
00003263	unstained
00003313	unstained
00003330	unstained
00003339	unstained
00003356	unstained
00003359	unstained
00003360	unstained
00003370	unstained
00003374	unstained
00003388	unstained
00003393	unstained
00003397	unstained
00003400	unstained
00003407	unstained
00003419	unstained
00003427	unstained
00003436	unstained
00003448	unstained
00003485	unstained
00003510	unstained
00003517	unstained
00003520	unstained
00003541	unstained
00003549	unstained
00003555	unstained
00003561	unstained
00003571	unstained
00003578	unstained
00003595	unstained
00003611	unstained
00003612	unstained
00003620	unstained
00003623	unstained
00003636	unstained
00003637	unstained
00003652	unstained
00003653	unstained
00003661	unstained
00003668	unstained
00003674	unstained
00003677	unstained
00003682	unstained
00003685	unstained
00003689	unstained
00003701	unstained
00003703	unstained
00003706	unstained
00003723	unstained
00003726	unstained
00003758	unstained
00003768	unstained
00003769	unstained
00003773	unstained
00003777	unstained
00003780	unstained
00003782	unstained
00003786	unstained
00003788	unstained
00003808	unstained
00003819	unstained
00003855	unstained
00003902	unstained
00003928	unstained
00003941	unstained
00003942	unstained
00003944	unstained
00003949	unstained
00003962	unstained
00003998	unstained
00004004	unstained
00004006	unstained
00004010	unstained
00004021	unstained
00004028	unstained
00004032	unstained
00004039	unstained
00004049	unstained
00004060	unstained
00004065	unstained
00004085	unstained
00004098	unstained
00004104	unstained
00004120	unstained
00004121	unstained
00004134	unstained
00004146	unstained
00004167	unstained
00004187	unstained
00004206	unstained
00004214	unstained
00004219	unstained
00004220	unstained
00004240	unstained
00004251	unstained
00004252	unstained
00004258	unstained
00004286	unstained
00004292	unstained
00004293	unstained
00004295	unstained
00004303	unstained
00004321	unstained
00004324	unstained
00004328	unstained
00004329	unstained
00004334	unstained
00004344	unstained
00004354	unstained
00004357	unstained
00004360	unstained
00004365	unstained
00004370	unstained
00004374	unstained
00004399	unstained
00004402	unstained
00004405	unstained
00004408	unstained
00004417	unstained
00004419	unstained
00004425	unstained
00004434	unstained
00004464	unstained
00004475	unstained
00004484	unstained
00004485	unstained
00004490	unstained
00004491	unstained
00004505	unstained
00004520	unstained
00004522	unstained
00004529	unstained
00004535	unstained
00004543	unstained
00004566	unstained
00004571	unstained
00004575	unstained
00004581	unstained
00004583	unstained
00004587	unstained
00004605	unstained
00004608	unstained
00004613	unstained
00004618	unstained
00004654	unstained
00004660	unstained
00004703	unstained
00004748	unstained
00004790	unstained
00004805	unstained
00004809	unstained
00004826	unstained
00004828	unstained
00004829	unstained
00004838	unstained
00005148	unstained
00005252	unstained
00005279	unstained
00005292	unstained
00005295	unstained
00005304	unstained
00005307	unstained
00005339	unstained
00005340	unstained
00005343	unstained
00005349	unstained
00005352	unstained
00005354	unstained
00005366	unstained
00005393	unstained
00005398	unstained
00005399	unstained
00005401	unstained
00005408	unstained
00005409	unstained
00005420	unstained
00005429	unstained
00005436	unstained
00005439	unstained
00005443	unstained
00005465	unstained
00005475	unstained
00005490	unstained
00005492	unstained
00005494	unstained
00007724	unstained
00007726	unstained
00007727	unstained
00007728	unstained
00007732	unstained
00007734	unstained
00007742	unstained
00007747	unstained
00007748	unstained
00007749	unstained
00007755	unstained
00007776	unstained
00007825	unstained
00007835	unstained
00007838	unstained
00007853	unstained
00007858	unstained
00007859	unstained
00007865	unstained
00007874	unstained
00007884	unstained
00007910	unstained
00007913	unstained
00008047	unstained
00008050	unstained
00008052	unstained
00008062	unstained
00008065	unstained
00008112	unstained
00008116	unstained
00008123	unstained
00008124	unstained
00008139	unstained
00008155	unstained
00008165	unstained
00008168	unstained
00008199	unstained
00008237	unstained
00008251	unstained
00008253	unstained
00008254	unstained
00008386	unstained
00008883	unstained
00009712	unstained
00011250	unstained
00011659	unstained
00011997	unstained
00011998	unstained
00011999	unstained
00012010	unstained
00012024	unstained
00012026	unstained
00012037	unstained
00012040	unstained
00012045	unstained
00012058	unstained
00012066	unstained
00012075	unstained
00012078	unstained
00012090	unstained
00012117	unstained
00013072	unstained
00015226	unstained
00015677	unstained
00015879	unstained
00017988	unstained
00020970	unstained
00021007	unstained
00021747	unstained
00022896	unstained
00026217	unstained
00026236	unstained
00026241	unstained
00026251	unstained
00026263	unstained
00026269	unstained
00026274	unstained
00026369	unstained
00026407	unstained
00026410	unstained
00026464	unstained
00026478	unstained
00026627	unstained
00026642	unstained
00026653	unstained
00026662	unstained
00026683	unstained
00026726	unstained
00026730	unstained
00026745	unstained
00026790	unstained
00026793	unstained
00026801	unstained
00026802	unstained
00026812	unstained
00026814	unstained
00026816	unstained
00026827	unstained
00026835	unstained
00026859	unstained
00026868	unstained
00026871	unstained
00026876	unstained
00026880	unstained
00026884	unstained
00026885	unstained
00026897	unstained
00026901	unstained
00026974	unstained
00026982	unstained
00026988	unstained
00026996	unstained
00026997	unstained
00027004	unstained
00027011	unstained
00027013	unstained
00027014	unstained
00027018	unstained
00027026	unstained
00027028	unstained
00027034	unstained
00027036	unstained
00027039	unstained
00027060	unstained
00027063	unstained
00027068	unstained
00027071	unstained
00027078	unstained
00027085	unstained
00027106	unstained
00027112	unstained
00027123	unstained
00027137	unstained
00027139	unstained
00027149	unstained
00027153	unstained
00027160	unstained
00027164	unstained
00027175	unstained
00027197	unstained
00027209	unstained
00027210	unstained
00027232	unstained
00027246	unstained
00027252	unstained
00027254	unstained
00027256	unstained
00027277	unstained
00027280	unstained
00027283	unstained
00027286	unstained
00027294	unstained
00027303	unstained
00027304	unstained
00027305	unstained
00027306	unstained
00027323	unstained
00027326	unstained
00027333	unstained
00027344	unstained
00027345	unstained
00027348	unstained
00027355	unstained
00027359	unstained
00027360	unstained
00027361	unstained
00027369	unstained
00027375	unstained
00027377	unstained
00027383	unstained
00027410	unstained
00027411	unstained
00027423	unstained
00027443	unstained
00027455	unstained
00027492	unstained
00027506	unstained
00027518	unstained
00027524	unstained
00027536	unstained
00027551	unstained
00027554	unstained
00027557	unstained
00027565	unstained
00027587	unstained
00027603	unstained
00027623	unstained
00027632	unstained
00027660	unstained
00027663	unstained
00027673	unstained
00027674	unstained
00027675	unstained
00027690	unstained
00027698	unstained
00027713	unstained
00027715	unstained
00027736	unstained
00027744	unstained
00027753	unstained
00027766	unstained
00027777	unstained
00027779	unstained
00027781	unstained
00027796	unstained
00027808	unstained
00027810	unstained
00027812	unstained
00027813	unstained
00027815	unstained
00027818	unstained
00027830	unstained
00027852	unstained
00027860	unstained
00027875	unstained
00027883	unstained
00027885	unstained
00027899	unstained
00027902	unstained
00027903	unstained
00027909	unstained
00027918	unstained
00027928	unstained
00027930	unstained
00027950	unstained
00027954	unstained
00027957	unstained
00027963	unstained
00027976	unstained
00027984	unstained
00027992	unstained
00028001	unstained
00028004	unstained
00028013	unstained
00028017	unstained
00028025	unstained
00028030	unstained
00028042	unstained
00028059	unstained
00028066	unstained
00028082	unstained
00028084	unstained
00028097	unstained
00028098	unstained
00028107	unstained
00028203	unstained
00028204	unstained
00028208	unstained
00028239	unstained
00028252	unstained
00028260	unstained
00028283	unstained
00028295	unstained
00028314	unstained
00028320	unstained
00028322	unstained
00028347	unstained
00028427	unstained
00028442	unstained
00028449	unstained
00028471	unstained
00028474	unstained
00028968	unstained
00028970	unstained
00028971	unstained
00029589	unstained
00030241	unstained
00031398	unstained
00031615	unstained
00031638	unstained
00031644	unstained
00031645	unstained
00032289	unstained
00034668	unstained
00034972	unstained
00036503	unstained
00036507	unstained
00036561	unstained
00036570	unstained
00036595	unstained
00036629	unstained
00036639	unstained
00036640	unstained
00036646	unstained
00036660	unstained
00036668	unstained
00036670	unstained
00036680	unstained
00036684	unstained
00036697	unstained
00036710	unstained
00036727	unstained
00036728	unstained
00036739	unstained
00036742	unstained
00036747	unstained
00036750	unstained
00036759	unstained
00036760	unstained
00036786	unstained
00036795	unstained
00036796	unstained
00036814	unstained
00036816	unstained
00036818	unstained
00036841	unstained
00036850	unstained
00036867	unstained
00036891	unstained
00036896	unstained
00036900	unstained
00036902	unstained
00036913	unstained
00036917	unstained
00036924	unstained
00036933	unstained
00036944	unstained
00036962	unstained
00036964	unstained
00036972	unstained
00036975	unstained
00036989	unstained
00037014	unstained
00037028	unstained
00037029	unstained
00037032	unstained
00037035	unstained
00048002	unstained
00048004	unstained
00048009	unstained
00048017	unstained
00048148	unstained
00048153	unstained
00048157	unstained
00048158	unstained
00065672	unstained
00074217	unstained
00074242	unstained
00074247	unstained
00074251	unstained
00074252	unstained
00074258	unstained
00074282	unstained
00074297	unstained
00074472	unstained
00074487	unstained
00074676	unstained
00075556	unstained
00075582	unstained
00075604	unstained
00075611	unstained
00075625	unstained
00075647	unstained
00077948	unstained
00079652	unstained
00080326	unstained
00080639	unstained
00080844	unstained
00081520	unstained
00084349	unstained
00084353	unstained
00084366	unstained
00086503	unstained
00086508	unstained
00086519	unstained
00086521	unstained
00086532	unstained
00086537	unstained
00086544	unstained
00086548	unstained
00086585	unstained
00086606	unstained
00086607	unstained
00086609	unstained
00086653	unstained
00086663	unstained
00086664	unstained
00086673	unstained
00086678	unstained
00086687	unstained
00086691	unstained
00086692	unstained
00086693	unstained
00086709	unstained
00086732	unstained
00086743	unstained
00086760	unstained
00086762	unstained
00086778	unstained
00086793	unstained
00086801	unstained
00086839	unstained
00086859	unstained
00086861	unstained
00086888	unstained
00086890	unstained
00086929	unstained
00086930	unstained
00086933	unstained
00086958	unstained
00086964	unstained
00086974	unstained
00086997	unstained
00087005	unstained
00087031	unstained
00087055	unstained
00087064	unstained
00087078	unstained
00087089	unstained
00087097	unstained
00087133	unstained
00087145	unstained
00087146	unstained
00087150	unstained
00087161	unstained
00087177	unstained
00087185	unstained
00087221	unstained
00087259	unstained
00087271	unstained
00087287	unstained
00087314	unstained
00087323	unstained
00087328	unstained
00087337	unstained
00087354	unstained
00087359	unstained
00087387	unstained
00087394	unstained
00087406	unstained
00087415	unstained
00087421	unstained
00087423	unstained
00087427	unstained
00087433	unstained
00087444	unstained
00087447	unstained
00087452	unstained
00087453	unstained
00087485	unstained
00087486	unstained
00087531	unstained
00087534	unstained
00087550	unstained
00087554	unstained
00087577	unstained
00087584	unstained
00087592	unstained
00087599	unstained
00087610	unstained
00087635	unstained
00087666	unstained
00087667	unstained
00087672	unstained
00087677	unstained
00087690	unstained
00087703	unstained
00087709	unstained
00087713	unstained
00087740	unstained
00087783	unstained
00087791	unstained
00087792	unstained
00087802	unstained
00087805	unstained
00087807	unstained
00087812	unstained
00087814	unstained
00087840	unstained
00087846	unstained
00087853	unstained
00087862	unstained
00087871	unstained
00087889	unstained
00087890	unstained
00087896	unstained
00087899	unstained
00087900	unstained
00087904	unstained
00087909	unstained
00087930	unstained
00087937	unstained
00087955	unstained
00088051	unstained
00088057	unstained
00088065	unstained
00089092	unstained
00089095	unstained
00089150	unstained
00089151	unstained
00089160	unstained
00089178	unstained
00089223	unstained
00089228	unstained
00089236	unstained
00089238	unstained
00089268	unstained
00089270	unstained
00089278	unstained
00089290	unstained
00089292	unstained
00089293	unstained
00089298	unstained
00089301	unstained
00089303	unstained
00089311	unstained
00089336	unstained
00089340	unstained
00089350	unstained
00089356	unstained
00089357	unstained
00089368	unstained
00089371	unstained
00089383	unstained
00089384	unstained
00089389	unstained
00089407	unstained
00089434	unstained
00089436	unstained
00089449	unstained
00089461	unstained
00089484	unstained
00089488	unstained
00089507	unstained
00089536	unstained
00089569	unstained
00089597	unstained
00089604	unstained
00089610	unstained
00089632	unstained
00089641	unstained
00089646	unstained
00089651	unstained
00089653	unstained
00089657	unstained
00089660	unstained
00089664	unstained
00089669	unstained
00089687	unstained
00089696	unstained
00089704	unstained
00089717	unstained
00089741	unstained
00089752	unstained
00089753	unstained
00089754	unstained
00089756	unstained
00089760	unstained
00089769	unstained
00089783	unstained
00089794	unstained
00089802	unstained
00089803	unstained
00089813	unstained
00089833	unstained
00089842	unstained
00089849	unstained
00089856	unstained
00089866	unstained
00089888	unstained
00089890	unstained
00089897	unstained
00089944	unstained
00089956	unstained
00089961	unstained
00089962	unstained
00089966	unstained
00089976	unstained
00089983	unstained
00089997	unstained
00090001	unstained
00090008	unstained
00090010	unstained
00090018	unstained
00090021	unstained
00090022	unstained
00090042	unstained
00090064	unstained
00090066	unstained
00090077	unstained
00090086	unstained
00090095	unstained
00090096	unstained
00090099	unstained
00090131	unstained
00090158	unstained
00090168	unstained
00090181	unstained
00090182	unstained
00090214	unstained
00090224	unstained
00090240	unstained
00090254	unstained
00090271	unstained
00090272	unstained
00090279	unstained
00090285	unstained
00090304	unstained
00090306	unstained
00090317	unstained
00090345	unstained
00090349	unstained
00090350	unstained
00090364	unstained
00090379	unstained
00090387	unstained
00090404	unstained
00090419	unstained
00090428	unstained
00090429	unstained
00090437	unstained
00090439	unstained
00090467	unstained
00090469	unstained
00090473	unstained
00090476	unstained
00090482	unstained
00090483	unstained
00090491	unstained
00090495	unstained
00090497	unstained
00090505	unstained
00090507	unstained
00090519	unstained
00090530	unstained
00090536	unstained
00090537	unstained
00090551	unstained
00090575	unstained
00090578	unstained
00090582	unstained
00090600	unstained
00090603	unstained
00090608	unstained
00090614	unstained
00090619	unstained
00090634	unstained
00090638	unstained
00090648	unstained
00090655	unstained
00090670	unstained
00090671	unstained
00090718	unstained
00090761	unstained
00090772	unstained
00090790	unstained
00090801	unstained
00090812	unstained
00090823	unstained
00090851	unstained
00090857	unstained
00090869	unstained
00090882	unstained
00090888	unstained
00090900	unstained
00090903	unstained
00090932	unstained
00090935	unstained
00090948	unstained
00090952	unstained
00090960	unstained
00090975	unstained
00090976	unstained
00090983	unstained
00090999	unstained
00091033	unstained
00091058	unstained
00091065	unstained
00091081	unstained
00091088	unstained
00091106	unstained
00091112	unstained
00091135	unstained
00091139	unstained
00091141	unstained
00091159	unstained
00091163	unstained
00091171	unstained
00091178	unstained
00091182	unstained
00091188	unstained
00091201	unstained
00091206	unstained
00091228	unstained
00091236	unstained
00091237	unstained
00091254	unstained
00091257	unstained
00091274	unstained
00091279	unstained
00091283	unstained
00091290	unstained
00091292	unstained
00091296	unstained
00091312	unstained
00091320	unstained
00091329	unstained
00091331	unstained
00091344	unstained
00091348	unstained
00091360	unstained
00091362	unstained
00091371	unstained
00091388	unstained
00091400	unstained
00091406	unstained
00091422	unstained
00091423	unstained
00091430	unstained
00091437	unstained
00091440	unstained
00091445	unstained
00091446	unstained
00091457	unstained
00091472	unstained
00091474	unstained
00091487	unstained
00091494	unstained
00091500	unstained
00091521	unstained
00091538	unstained
00091539	unstained
00091554	unstained
00091570	unstained
00091582	unstained
00091596	unstained
00091607	unstained
00091647	unstained
00091651	unstained
00091653	unstained
00091661	unstained
00091673	unstained
00091689	unstained
00091705	unstained
00091718	unstained
00091767	unstained
00091793	unstained
00091797	unstained
00091834	unstained
00091846	unstained
00091850	unstained
00091855	unstained
00091860	unstained
00091890	unstained
00091908	unstained
00091913	unstained
00091914	unstained
00091930	unstained
00091937	unstained
00091960	unstained
00091963	unstained
00091980	unstained
00091981	unstained
00092000	unstained
00092004	unstained
00092013	unstained
00092050	unstained
00092055	unstained
00092059	unstained
00092073	unstained
00092086	unstained
00092099	unstained
00092104	unstained
00092105	unstained
00092111	unstained
00092114	unstained
00092122	unstained
00092138	unstained
00092142	unstained
00092144	unstained
00092153	unstained
00092154	unstained
00092177	unstained
00092182	unstained
00092194	unstained
00092195	unstained
00092227	unstained
00092228	unstained
00092243	unstained
00092246	unstained
00092262	unstained
00092291	unstained
00092292	unstained
00092294	unstained
00092305	unstained
00092314	unstained
00092318	unstained
00092324	unstained
00092326	unstained
00092349	unstained
00092350	unstained
00092354	unstained
00092356	unstained
00092378	unstained
00092401	unstained
00092403	unstained
00092405	unstained
00092425	unstained
00092436	unstained
00092497	unstained
00092499	unstained
00092525	unstained
00092528	unstained
00092529	unstained
00092531	unstained
00092537	unstained
00092541	unstained
00092546	unstained
00092550	unstained
00092565	unstained
00092569	unstained
00092573	unstained
00092579	unstained
00092580	unstained
00092605	unstained
00092614	unstained
00092616	unstained
00092620	unstained
00092626	unstained
00092636	unstained
00092640	unstained
00092649	unstained
00092657	unstained
00092667	unstained
00092681	unstained
00092699	unstained
00092709	unstained
00092712	unstained
00092719	unstained
00092722	unstained
00092727	unstained
00092740	unstained
00092744	unstained
00092753	unstained
00092776	unstained
00092800	unstained
00092802	unstained
00092822	unstained
00092825	unstained
00092830	unstained
00092835	unstained
00092840	unstained
00092841	unstained
00092856	unstained
00092864	unstained
00092866	unstained
00092878	unstained
00092883	unstained
00092887	unstained
00092889	unstained
00092891	unstained
00092917	unstained
00092923	unstained
00092936	unstained
00092953	unstained
00092956	unstained
00092974	unstained
00092977	unstained
00092980	unstained
00093132	unstained
00093136	unstained
00093169	unstained
00093196	unstained
00093200	unstained
00093202	unstained
00093215	unstained
00093236	unstained
00093239	unstained
00093244	unstained
00093246	unstained
00093261	unstained
00093264	unstained
00093268	unstained
00093270	unstained
00093298	unstained
00093308	unstained
00093309	unstained
00093330	unstained
00093365	unstained
00093386	unstained
00093388	unstained
00093425	unstained
00093426	unstained
00093466	unstained
00093467	unstained
00093481	unstained
00093499	unstained
00093503	unstained
00093505	unstained
00093507	unstained
00093515	unstained
00093533	unstained
00093537	unstained
00093543	unstained
00093559	unstained
00093561	unstained
00093601	unstained
00093608	unstained
00093643	unstained
00093647	unstained
00093650	unstained
00093667	unstained
00093668	unstained
00093694	unstained
00093701	unstained
00093714	unstained
00093722	unstained
00093726	unstained
00093741	unstained
00093748	unstained
00093758	unstained
00093771	unstained
00093778	unstained
00093795	unstained
00093821	unstained
00093869	unstained
00093881	unstained
00093887	unstained
00093900	unstained
00093901	unstained
00093911	unstained
00093915	unstained
00093927	unstained
00093937	unstained
00093953	unstained
00093962	unstained
00093989	unstained
00093991	unstained
00094003	unstained
00094004	unstained
00094010	unstained
00094032	unstained
00094038	unstained
00094046	unstained
00094063	unstained
00094066	unstained
00094067	unstained
00094079	unstained
00094081	unstained
00094086	unstained
00094089	unstained
00094091	unstained
00094095	unstained
00094099	unstained
00094103	unstained
00094117	unstained
00094120	unstained
00094123	unstained
00094165	unstained
00094173	unstained
00094183	unstained
00094188	unstained
00094192	unstained
00094202	unstained
00094206	unstained
00094208	unstained
00094223	unstained
00094234	unstained
00094235	unstained
00094255	unstained
00094282	unstained
00094285	unstained
00094291	unstained
00094320	unstained
00094332	unstained
00094336	unstained
00094347	unstained
00094360	unstained
00094402	unstained
00094403	unstained
00094407	unstained
00094421	unstained
00094430	unstained
00094435	unstained
00094438	unstained
00094442	unstained
00094456	unstained
00094457	unstained
00094467	unstained
00094473	unstained
00094476	unstained
00094483	unstained
00094502	unstained
00094547	unstained
00094550	unstained
00094558	unstained
00094568	unstained
00094572	unstained
00094576	unstained
00094609	unstained
00094613	unstained
00094614	unstained
00094619	unstained
00094633	unstained
00094662	unstained
00094677	unstained
00094688	unstained
00094707	unstained
00094724	unstained
00094726	unstained
00094735	unstained
00094738	unstained
00094777	unstained
00094788	unstained
00094789	unstained
00094805	unstained
00094810	unstained
00094818	unstained
00094828	unstained
00094832	unstained
00094836	unstained
00094839	unstained
00094844	unstained
00094854	unstained
