barcode	stain_status	id	accessURI	institutionCode	catalogNumber	recordedBy	year	month	day	verbatimEventDate	country	stateProvince	county	locality	identifiedBy	scientificName
00097132	unstained	http://n2t.net/ark:/65665/39463750b-6b3a-4cbd-bfd7-cb8e0779d156	http://n2t.net/ark:/65665/m3c596bfab-20a4-4f22-85dd-9a4f0019f326	US	1737530	J. Collins, M. L. Fernald & A. S. Pease	1904	8	2	02 Aug 1904	Canada	Quebec	Bonaventure	Mouth of Bonaventure River.		Ribes oxyacanthoides var. calcicola
00097135	unstained	http://n2t.net/ark:/65665/3bf7b435c-59a4-4213-9e68-b0e078e09b35	http://n2t.net/ark:/65665/m36c7b5c5e-d0b8-4378-a306-e0e4ce4a03f7	US	668098	F. Walpole	1904	4	3	03 Apr 1904	United States	California		Zaca Lake.		Ribes polystachyum
00097164	unstained	http://n2t.net/ark:/65665/3c1c16628-f394-48a9-bf5d-d078670d168e	http://n2t.net/ark:/65665/m3cb9042b3-75aa-4553-b8d0-5047da207ec9	US	1263357	M. Ramos	1918	8		-- Aug 1918	Philippines	Ilocos Norte		Mt. Palimlim.		Pittosporum glaberrimum
00097167	unstained	http://n2t.net/ark:/65665/3722d1596-bb34-432b-a0c6-99aff75961e4	http://n2t.net/ark:/65665/m3a333eef2-ba1b-4a31-8a82-9126778c5a14	US	265547	A. A. Heller	1895	9	2	02 Sep 1895 to  09 Sep 1895	United States	Hawaii	Kaua`i	Kaholuamanoa, above Waimea.		Pittosporum helleri
00097183	unstained	http://n2t.net/ark:/65665/3e07325fd-44d2-4680-bd01-423073727d61	http://n2t.net/ark:/65665/m3f1127c87-c977-419f-8cc1-3c69f015c794	US	2910851	F. R. Fosberg	1934	7	27	27 Jul 1934	French Polynesia			Hiri [Tubuai Is.]		Pittosporum purpureum
00097197	unstained	http://n2t.net/ark:/65665/373541396-644c-4b21-b615-62203cbda46e	http://n2t.net/ark:/65665/m38d2cbf9a-4b13-4507-b008-8d60d653abd6	US	2128458	T. G. Yuncker	1953	4	8	08 Apr 1953	Tonga			[Tongatupu Is.] On sea-facing limestone cliff near the summit of the eastern rideg, Matanga, Lokupo district.		Pittosporum yunckeri
00097198	unstained	http://n2t.net/ark:/65665/35a9184f1-7878-4cfe-bb1b-a0e776a192e3	http://n2t.net/ark:/65665/m35891ff83-f85b-44e8-8f67-568bc2fd5d1d	US	829793	E. G. Pritzel	1901	1		-- Jan 1901	Australia			Plantagenet.		Billardiera gracilis
00097205	unstained	http://n2t.net/ark:/65665/33b40eafa-e634-4d29-a498-d4a6965dd681	http://n2t.net/ark:/65665/m3f3d9909e-eaa0-4480-a00a-97fbf483553b	US	1799882	J. Cuatrecasas	1941	10	15	15 Oct 1941	Colombia	Norte de Santander		Cordillera Oriental, between Paramo de Fontibon and Pamplona.		Brunellia hispida
00097213	unstained	http://n2t.net/ark:/65665/3abe55583-4238-4f0a-9edf-fd10da2c46fc	http://n2t.net/ark:/65665/m30b8deaad-df52-4491-a4de-d6516d7dfb6d	US	2582886	J. Cuatrecasas & L. Rodriguez	1969	9	14	14 Sep 1969	Colombia	Boyacá		Cordoba in Canyon of  Rio Susacon, going down from Paramo de Santa Rosita to Susacon.		Brunellia propinqua subsp. susaconensis
00097226	unstained	http://n2t.net/ark:/65665/36a235f9b-d6ad-441e-8573-db59b1e4c34e	http://n2t.net/ark:/65665/m381936876-23de-4237-93f7-375cfa69debc	US	2088552	J. W. Gillespie	1927	12	10	10 Dec 1927	Fiji			Between Nandarivatu & Vatuthere. Tholo North. [Viti Levu Group]		Geissois superba
00097232	unstained	http://n2t.net/ark:/65665/368d14814-9482-4462-a313-fdeda3d818b9	http://n2t.net/ark:/65665/m35a6ac595-7293-4f2d-8043-1f997512bf03	US	1992557	L. J. Brass	1933	5		-- May 1933 to  -- Sep 1933	Papua New Guinea	Central		Mt. Tafa.		Spiraeopsis brassii
00097236	unstained	http://n2t.net/ark:/65665/3ecc78874-16bf-418c-9264-f07445547538	http://n2t.net/ark:/65665/m3e61e5424-0c39-46c9-8436-992455a94622	US	1774602	E. Pérez Arbeláez & J. Cuatrecasas	1940	2	24	24 Feb 1940	Colombia	Boyacá		Bosques de Arcabuco, Cordillera Oriental.		Weinmannia arcabucoana
00097273	unstained	http://n2t.net/ark:/65665/3ab2bbfcd-475c-43d6-8b1f-6e2ee739195d	http://n2t.net/ark:/65665/m3eeea2294-ec54-4c49-9ab3-b3f6d0201e4d	US	1158152	O. Buchtien	1910	11		-- Nov 1910	Bolivia			Unduavi.		Weinmannia lyrata
00097274	unstained	http://n2t.net/ark:/65665/32f9ab8c0-d17b-41e8-987b-e973cd1db1f4	http://n2t.net/ark:/65665/m3c85ebfd5-46a1-4cfb-bb0b-806534677ac2	US	1798063	J. Cuatrecasas	1940	3	24	24 Mar 1940 to  25 Mar 1940	Colombia	Huila		Cordillera Oriental, Gabinete and Andalucia.		Weinmannia magnifolia
00097276	unstained	http://n2t.net/ark:/65665/31a185e21-0fd3-4f13-9a78-740834e4496c	http://n2t.net/ark:/65665/m3e948bdd2-0861-4830-ad1a-d018837ae4cc	US	1796346	J. Cuatrecasas	1940	3	22	22 Mar 1940	Colombia	Huila		Cordillera Oriental Sobre El Filo Divisorio, en Gabinete.		Weinmannia microcarpa
00097315	unstained	http://n2t.net/ark:/65665/3c1ef894d-be0e-43e7-a868-0437a0fb5e4b	http://n2t.net/ark:/65665/m39b6d2b9b-e886-4f9a-bdf4-39e60eccb37b	US	2815555	J. Cuatrecasas	1944	12	13	13 Dec 1944	Colombia	Cauca		Cordillera Central, Vertiente Occidental, Cabeceras del Rio Palo, Quebrada de Santo Domingo, vertiente derecha		Weinmannia tolimensis var. latifoliolata
00097322	unstained	http://n2t.net/ark:/65665/3a626c259-db93-4789-aba4-d0a92b0aa21f	http://n2t.net/ark:/65665/m3682a60e9-fb64-4c96-b343-a39fd6faea34	US	1992912	B. Tothill	1928	11		-- Nov 1928	Fiji			[Viti Levu Group]		Pullea perryana
00097344	unstained	http://n2t.net/ark:/65665/3d6864ec5-0f0f-4f4a-b19f-d0a91f9f82c7	http://n2t.net/ark:/65665/m3a3e3d4d5-eb38-4faf-9373-c7fe0e416b91	US	599269	E. H. Wilson	1908	6		-- Jun 1908 and  -- Oct 1908	China	Szechwan		SE of Tachien-lu.		Corylopsis willmottiae
00097353	unstained	http://n2t.net/ark:/65665/36b8be9f9-4604-40ec-9b2f-c7649069f5ad	http://n2t.net/ark:/65665/m3ee5ad844-3be7-4ccc-bc1e-8d51b6916792	US	598989	E. H. Wilson	1907	5	25	25 May 1907 and  -- Nov 1907	China	Hupeh		Fang Hsien.		Fortunearia sinensis
00097363	unstained	http://n2t.net/ark:/65665/3ba6063ab-6873-45bc-9680-29f0591bd68b	http://n2t.net/ark:/65665/m371869a0c-04a4-4331-ba38-741e5f90c100	US	344691	F. S. Earle & C. F. Baker	1897	6	5	05 Jun 1897	United States	Alabama	Lee	Auburn.		Opulaster alabamensis
00097403	unstained	http://n2t.net/ark:/65665/3c199b42b-c972-4992-ac72-60c2ce751e4e	http://n2t.net/ark:/65665/m387316ae5-793b-43dd-a3a5-59df49ae8397	US	1822987	I.M. Johnston	1938	8	27	27 Aug 1938 to  30 Aug 1938	Mexico	Coahuila		Near entrance of El Puerto de San Lazaro.		Vauquelinia heterodon
00097406	unstained	http://n2t.net/ark:/65665/3c352e49a-8975-425a-ad9d-1422daa1282d	http://n2t.net/ark:/65665/m33fd5637d-9ca7-4cb7-a826-d490b9c389df	US	570101	E. Palmer	1905	5		-- May 1905	Mexico	San Luis Potosi		Alvarez.		Vauquelinia potosina
00097407	unstained	http://n2t.net/ark:/65665/330ecf05c-13ba-40e2-b190-3f44b9bd0438	http://n2t.net/ark:/65665/m3157e3deb-5991-4514-a1f8-498729a0f637	US	598925	E. H. Wilson	1907	5		-- May 1907 and  -- Oct 1907	China	Hupeh		Western Hupeh.		Exochorda racemosa var. wilsonii
00097413	unstained	http://n2t.net/ark:/65665/3dbd0a549-c562-4a0e-9b71-85f5279653e7	http://n2t.net/ark:/65665/m30c8e9865-b51d-48fd-afa0-dcad596ea453	US	598186	E. H. Wilson	1907	9		Sep 1907	China	Hupeh		Hsing-shan Hsien.		Cotoneaster divaricata
00097432	unstained	http://n2t.net/ark:/65665/385824e56-6e0c-4db0-b51a-b0252b03f08d	http://n2t.net/ark:/65665/m319b60bb3-7311-413b-802e-ae534d9d7e53	US	866388	G. Mandon	1859	3		-- Mar 1859	Bolivia			Vic. Sorata.		Hesperomeles pernettyoides
00097434	unstained	http://n2t.net/ark:/65665/3ec7bd924-16a4-4658-b4d6-495e8579f244	http://n2t.net/ark:/65665/m386ce6ca8-45f9-414f-ba7b-b5b55279544c	US	1112229	P. Delavay	1889	9	4	04 Sep 1889	China	Yunnan		San-tcha-ho, au dessus de Mo-so-yn.		Pyrus foliolosa var. ambigua
00097442	unstained	http://n2t.net/ark:/65665/3056b54a6-0076-45a4-8d35-a6e0127348ab	http://n2t.net/ark:/65665/m39314a18e-2d80-4d09-ba3b-0c8404c1afcc	US	539519	E. H. Wilson	1907	5		-- May 1907 and  -- Dec 1907	China	Hupeh				Pyrus serrulata
00097446	unstained	http://n2t.net/ark:/65665/34624baf2-1e7a-4dfc-93fb-b2539abe0651	http://n2t.net/ark:/65665/m3fa6ad6d8-bfaf-4270-879f-14167ba3e2a2	US	1511723	J. F. Rock	1922	9		-- Sep 1922 to  -- Oct 1922	China	Yunnan		West of Talifu, Mekong watershed.		Malus rockii
00097447	unstained	http://n2t.net/ark:/65665/3a3f5ebb3-ac87-4171-8434-717e4be658a3	http://n2t.net/ark:/65665/m384c309bd-32aa-4d11-9136-ff4fcf176fc5	US	539469	E. H. Wilson	1907	11		-- Nov 1907	China	Hupeh				Malus theifera
00097466	unstained	http://n2t.net/ark:/65665/31919a373-f2a5-4fbb-a05d-020e98813816	http://n2t.net/ark:/65665/m344b0f743-2726-4c38-9586-327b0ff76876	US	1377962	G. Forrest	1925	6		-- Jun 1925	Myanmar			N'maikha-Salwin divide, N of Chimi-li.		Sorbus macrantha
00097481	unstained	http://n2t.net/ark:/65665/3fe3abac3-1410-4f65-81df-f5b765be08f7	http://n2t.net/ark:/65665/m3ba256473-81c0-423d-a316-ed344c4bbdf2	US	369915	C. F. Baker	1899	8	10	10 Aug 1899	United States	Colorado	Mineral	Near Pagosa Peak.		Sorbus scopulina
00097491	unstained	http://n2t.net/ark:/65665/35f61f708-c6aa-4398-9698-6b13a8dd209c	http://n2t.net/ark:/65665/m34bda560c-63cf-4907-b840-e01f6aba4900	US	457397	A. Henry				-- --- ----	China	Yunnan		Mengtze.		Eriobotrya prinoides
00097510	unstained	http://n2t.net/ark:/65665/3f450b87a-9f5e-46b8-b271-7f7e12c4517d	http://n2t.net/ark:/65665/m31c231c01-a92b-4081-8f32-7fdd7b2a001c	US	981140	C. F. Baker	1899	5	16	16 May 1899	United States	Colorado		Los Pinos, Bayfield.		Amelanchier bakeri
00097521	unstained	http://n2t.net/ark:/65665/34dbcaaa6-b0d6-4c58-b241-7caad9b5b8c5	http://n2t.net/ark:/65665/m3420957d2-b6ca-4b80-9518-2a6ac6c763bf	US	562614	E. A. Goldman	1909	9	3	03 Sep 1909	United States	New Mexico		Magdalena Mountains,  Copper Canyon.		Amelanchier goldmanii
00097524	unstained	http://n2t.net/ark:/65665/3ef3077dd-783d-468d-a999-67b69601826a	http://n2t.net/ark:/65665/m35c3f6dbf-4e8c-4912-a435-51718ae84538	US	2500412	K. G. Kotschy	1841	7	27	27 Jul 1841	Turkey			"Mountgara; (country as ""Kurdistan"")."		Amelanchier integrifolia
00097542	unstained	http://n2t.net/ark:/65665/344ba2ca4-3d7b-4b9b-8835-fb1f76aad762	http://n2t.net/ark:/65665/m34fe5c5be-7d3a-442f-9188-fd3f75ffe024	US	981135	C. F. Baker	1899	4	24	24 Apr 1899	United States	New Mexico		Aztec.		Amelanchier rubescens
00097551	unstained	http://n2t.net/ark:/65665/368ce1ffd-da15-44b0-892a-9d26568c5007	http://n2t.net/ark:/65665/m3b8328f9f-e46d-43fc-805e-1aba9f672d28	US	2716616	K. Laughlin	1954	9	8	08 Sep 1954	United States	Illinois	Du Page	Lisle, Morton Arboretum, Thornhill.		Crataegus acanthacolonensis
00097556	unstained	http://n2t.net/ark:/65665/31816e664-9f38-43e1-8a20-d4f62c4ebd43	http://n2t.net/ark:/65665/m3f3ef0b83-dd37-43bd-b387-43e59101a295	US	981064	ex herb. Biltmore	1899	8	9	09 Aug 1899	United States	Alabama	Montgomery	Montgomery.		Crataegus alabamensis
00097559	unstained	http://n2t.net/ark:/65665/36e12c461-2fd9-4b01-a44c-4aa582c48f39	http://n2t.net/ark:/65665/m3f8e3054c-f9b5-479a-acae-182c4a924b6d	US	969304	ex herb. Biltmore	1901	5	26	26 May 1901	United States	North Carolina	Buncombe	Biltmore.		Crataegus algens
00097564	unstained	http://n2t.net/ark:/65665/385f8db99-1354-460f-a5f0-510e51029eb3	http://n2t.net/ark:/65665/m387bcc764-2e5b-4efc-ac3b-7429f1db8699	US	969376	ex herb. Biltmore	1900	10	6	06 Oct 1900	United States	Alabama		Lookout Mt. at Valley Head, Ala.		Crataegus alleghaniensis
00097565	unstained	http://n2t.net/ark:/65665/314706f99-895b-4987-bd81-8629a79b87a3	http://n2t.net/ark:/65665/m3a15b160a-4705-4df7-9cce-e0ae7cc989c2	US	969377	ex herb. Biltmore	1900	10	6	06 Oct 1900	United States	Alabama		Lookout Mt. at Valley Head, Ala.		Crataegus alleghaniensis
00097597	unstained	http://n2t.net/ark:/65665/38a308535-756d-457c-a9d1-f491b2345705	http://n2t.net/ark:/65665/m373bb220f-a29b-40e5-8616-fca3aa830922	US	1839936	J. Haberer	1905	9		-- Sep 1905 to  -- --- 1906	United States	New York				Crataegus habereri
00097647	unstained	http://n2t.net/ark:/65665/37f03a633-f145-4374-8ff8-578147eb3801	http://n2t.net/ark:/65665/m3ea6e1498-1b8c-4358-9487-17b8cf126e6b	US	2216294	W. A. Murrill	1940	9	10	10 Sep 1940	United States	Florida	Alachua	Ca. 2 mi S of Warren's Cave.		Crataegus praeformosa
00097667	unstained	http://n2t.net/ark:/65665/35b89b3b5-7453-48ba-8733-a1bf3316a55f	http://n2t.net/ark:/65665/m315623b97-92b9-419b-bb77-e9e92835d186	US	981069	ex herb. Biltmore	1901	8	28	28 Aug 1901	United States	Florida	Leon	Tallahassee.		Crataegus rava
00097680	unstained	http://n2t.net/ark:/65665/3c284140e-2d69-4178-a042-d2320ab3dc79	http://n2t.net/ark:/65665/m366a271e3-5d81-4546-a3c5-1a3a8900b2be	US	969401	ex herb. Biltmore	1901	4	8	08 Apr 1901	United States	Florida		Chattahoachii.		Crataegus assimilis
00097681	unstained	http://n2t.net/ark:/65665/3ce844fe4-c8e6-4dad-b862-c3271a8fc098	http://n2t.net/ark:/65665/m3ec9a39cd-72ad-4fd9-b4a9-39e6da81ba5a	US	969402	ex herb. Biltmore	1901	4	8	08 Apr 1901	United States	Florida	Gadsden	Chattahoochee.		Crataegus assimilis
00097686	unstained	http://n2t.net/ark:/65665/394eadc42-c025-4a58-8f40-79e210a41fb4	http://n2t.net/ark:/65665/m388f32840-b8f9-4776-bc92-7928cc0d1e1d	US	969414	ex herb. Biltmore	1901	4	11	11 Apr 1901	United States	Alabama	Dale	Ozark.		Crataegus attrita
00097697	unstained	http://n2t.net/ark:/65665/354f52812-c9b7-4cd3-88dd-b29edfcf2a9e	http://n2t.net/ark:/65665/m31ed93ed2-098e-4bd1-8826-a48383f49d97	US	981095	ex herb. Biltmore	1900	10	10	10 Oct 1900	United States	North Carolina	Buncombe	Biltmore.		Crataegus buckleyi
00097714	unstained	http://n2t.net/ark:/65665/3909e2d9f-9f47-454f-bfff-60a2b9f2f19f	http://n2t.net/ark:/65665/m3c6fbb50e-6900-4947-bfec-d1024ad9ced2	US	981037	ex herb. Biltmore	1901	8	23	23 Aug 1901	United States	Florida	Liberty	Near Bristol.		Crataegus concinna
00097716	unstained	http://n2t.net/ark:/65665/31ba62ecf-87d8-4678-b3e5-e6dc609595f7	http://n2t.net/ark:/65665/m3bbca3568-0f39-4280-9f59-975a95bba363	US	981039	ex herb. Biltmore	1901	4	2	02 Apr 1901	United States	Florida	Liberty	Near Bristol.		Crataegus concinna
00097723	unstained	http://n2t.net/ark:/65665/317bdb344-ca4c-43ec-958c-ee76cc41bd79	http://n2t.net/ark:/65665/m3672680ca-6cb3-479d-b996-70566c597f3f	US	2865405	E. Kruschke	1945	5	1	01 May 1945 and  14 Sep 1944	United States	Wisconsin	Milwaukee	Milwaukee, W of Milwaukee River and N of Capitol Drive.		Crataegus corusca var. gigantea
00097733	unstained	http://n2t.net/ark:/65665/3f4ce52a2-42b6-44fe-8499-9c4d8efcfb8e	http://n2t.net/ark:/65665/m3f5cb4c1c-e949-4a21-9f26-e2e352635424	US	2216290	E. J. Hill	1903	9	8	08 Sep 1903	United States	Illinois	Will	New Lenox.		Crataegus depilis
00097739	unstained	http://n2t.net/ark:/65665/397229488-ef1f-4d7f-beea-633963c1932f	http://n2t.net/ark:/65665/m34bd23bad-ccc2-4114-8dd6-4daa5d3fb30c	US	2216268	E. J. Hill	1901	5	22	22 May 1901 and  03 Oct 1901	United States	Illinois	Cook / Lake	Barrington.		Crataegus divida
00097745	unstained	http://n2t.net/ark:/65665/3df2d1bad-25b3-47bd-b1b7-d561059389de	http://n2t.net/ark:/65665/m31ea17df4-239c-4bed-9891-67bb2695b033	US	969347	ex herb. Biltmore	1901	8	23	23 Aug 1901	United States	Florida	Liberty	Near Bristol.		Crataegus egens
00097752	unstained	http://n2t.net/ark:/65665/3fe8b8146-8938-4d66-8773-cae65d4e6d58	http://n2t.net/ark:/65665/m3a82b282d-d09a-4282-b8b4-926eb67ffab0	US	969436	ex herb. Biltmore				-- --- ----	United States	Alabama	Jackson	Sand Mtns. near Pisgah.		Crataegus eximia
00097765	unstained	http://n2t.net/ark:/65665/37e12eb6b-51ce-4f2b-adfb-030be7b78860	http://n2t.net/ark:/65665/m3dbcfbb71-da88-4ead-aaab-0932092463fb	US	2865414	E. Kruschke	1943	5	24	24 May 1943 and  16 Sep 1942	United States	Wisconsin	Milwaukee	Milwaukee at N. 35th St. and W. Congress on Lincoln Creek.		Crataegus fulleriana var. gigantea
00097766	unstained	http://n2t.net/ark:/65665/398cbd617-36a6-485f-aef3-338968e4d625	http://n2t.net/ark:/65665/m3b0b1e53a-9771-4b34-978e-727063364419	US	969332	ex herb. Biltmore	1901	8	24	24 Aug 1901	United States	Georgia	Dougherty	Albang.		Crataegus furtiva
00097769	unstained	http://n2t.net/ark:/65665/385c11901-fafe-495c-a89c-e7985b9d910b	http://n2t.net/ark:/65665/m3d5b38b91-dc77-46f3-a2c3-f565f29a3e8b	US	969384	ex herb. Biltmore	1901	10	10	10 Oct 1901	United States	Alabama	Marshall	Near Albertville.		Crataegus gilva
00097781	unstained	http://n2t.net/ark:/65665/379acf9b7-c6ac-41be-ad61-9d610b920759	http://n2t.net/ark:/65665/m3a8880a73-c9f4-4843-86ba-8c25e999f5cf	US	981048	ex herb. Biltmore				-- --- ----	United States	Florida	Leon	Near Tallahassee.		Crataegus robur
00097783	unstained	http://n2t.net/ark:/65665/3eb758bb0-fb18-434c-ba07-a4e2e4a2cf54	http://n2t.net/ark:/65665/m38491aed6-b63d-41f8-9dd8-e76d82238541	US	981096	ex herb. Biltmore				-- --- ----	United States	Alabama				Crataegus rubella
00097799	unstained	http://n2t.net/ark:/65665/3f51e6f32-2a8d-498f-a95a-670d551cb9a8	http://n2t.net/ark:/65665/m3aa3b56bf-bd58-4b3d-8ff5-45d940a100f9	US	969334	ex herb. Biltmore	1900	8	11	11 Aug 1900	United States	Tennessee	Davidson	Near Nashville.		Crataegus sinistra
00097815	unstained	http://n2t.net/ark:/65665/345882d08-099f-498b-b6b7-40269c607343	http://n2t.net/ark:/65665/m345e6e81b-35e2-4190-a5c4-c2cc57b66ad4	US	2216292	J. Clayton & W. A. Murrill	1940	8	22	22 Aug 1940	United States	Florida	Madison	Suwannee River at Ellaville.		Crataegus tisdalei
00097823	unstained	http://n2t.net/ark:/65665/33d91c6d9-3ad7-42ef-a4c4-b7938d018073	http://n2t.net/ark:/65665/m38543dcd8-a5d8-4c37-85d9-4b77f1e19325	US	969378	ex herb. Biltmore	1900	4	20	20 Apr 1900	United States	Alabama	Jefferson	Birmingham.		Crataegus venusta
00097831	unstained	http://n2t.net/ark:/65665/3440f0ad4-8a9d-442b-b3d3-11af432311c9	http://n2t.net/ark:/65665/m30a5b3427-9f55-413c-b287-9a5b7df77fdb	US	2216284	E. J. Palmer	1902	8	17	17 Aug 1902	United States	Missouri				Crataegus vicina
00097832	unstained	http://n2t.net/ark:/65665/3d083f8cf-64e9-4d97-98d3-d962ae44c8da	http://n2t.net/ark:/65665/m35df167d2-b9c2-4fa1-bbd6-32c85a42381c	US	981074	ex herb. Biltmore	1901	9	7	07 Sep 1901	United States	Tennessee	Hamilton	Chattanooga.		Crataegus vicinalis
00097839	unstained	http://n2t.net/ark:/65665/3672853ed-339a-42f4-8041-e11a94a59125	http://n2t.net/ark:/65665/m31fa74c49-3010-43fe-8991-fc86f470a19e	US	969389	ex herb. Biltmore	1899	9	19	19 Sep 1899	United States	Alabama	Etowah	Gadsden.		Crataegus vulsa
00097842	unstained	http://n2t.net/ark:/65665/3545ee8a3-5181-4370-bc2b-eb958bc037bd	http://n2t.net/ark:/65665/m328201d52-2ff6-44a0-a40b-0def445aae66	US	2216291	S. Watson & W. A. Murrill	1940	9	19	19 Sep 1940	United States	Florida	Alachua	Just west of Gainesville, Alachua Co.		Crataegus watsonii
00097849	unstained	http://n2t.net/ark:/65665/349c21a6b-5acb-4a46-b3d5-dbcf6a5a665b	http://n2t.net/ark:/65665/m322ddea58-82ce-499e-9e56-6a929e4888ff	US	487046	E. A. Mearns	1902	7	28	28 Jul 1902	United States			Yellowstone National Park.		Batidaea acalyphacea
00097891	unstained	http://n2t.net/ark:/65665/3eb141798-2b06-42a1-82f7-c24abeececef	http://n2t.net/ark:/65665/m3eac945c3-d55f-40e9-abb7-b2d9511fbf96	US	458545	A. Henry				20 May ----	China	Yunnan		Szemoa.		Rubus distentus
00097894	unstained	http://n2t.net/ark:/65665/398c65a50-81bd-453b-8741-1f8bffa76441	http://n2t.net/ark:/65665/m3360509d1-d455-479f-9210-944c33400c25	US	2491252	P. Delavay	1884	4		-- Apr 1884	China	Yunnan		Tapintze, near Tali.		Rubus ellipticus f. obcordatus
00097907	unstained	http://n2t.net/ark:/65665/3eea722bc-44d8-428c-a7d1-d83ec3abecd2	http://n2t.net/ark:/65665/m34c0a4f4e-de44-401b-813e-5cd969d2cbb3	US	607068	W. H. Blanchard	1905	8	20	20 Aug 1905	United States	Connecticut	Hartford	Savage St. near junction with East St., Southington.		Rubus floricomus
00097915	unstained	http://n2t.net/ark:/65665/30f46f1c5-1e54-4232-bb29-f6a348e98413	http://n2t.net/ark:/65665/m3755d7513-821d-4ddc-8c87-b60291f40fe2	US	333181	A. A. Heller & E. G. Heller	1898	6	30	30 Jun 1898	United States	Washington	Chehalis	Near Montesano.		Rubus helleri
00097925	unstained	http://n2t.net/ark:/65665/3bc7d9eb5-9250-409e-929b-83d196f357ae	http://n2t.net/ark:/65665/m3ab603592-86d3-40a9-a79b-c8c22c65fafb	US	598115	E. H. Wilson	1907	6		-- Jun 1907 to  -- Jul 1907	China	Hupeh		Ichang.		Rubus innominatus subsp. plebejus
00097928	unstained	http://n2t.net/ark:/65665/34f227e91-3c08-4d47-b4c8-8f89d770b5f3	http://n2t.net/ark:/65665/m3f4cc13c0-9682-4fd6-a575-908734003ca1	US	2315269	R. D. Hoogland & R. Pullen	1956	9	15	15 Sep 1956	Papua New Guinea	Western Highlands		Mt. Hogen Station.		Rubus keletrios
00097936	unstained	http://n2t.net/ark:/65665/36c18fbc9-d5b8-43a3-833c-5dabd0665b50	http://n2t.net/ark:/65665/m3d5e76bdf-1706-4754-97d4-ba2b5bc9eab0	US	801338	A. Henry	1885			-- --- 1885 to  -- --- 1888	China	Hupeh		District Patung.		Rubus lasiostylus f. tomentosa
00097969	unstained	http://n2t.net/ark:/65665/3d9a2ac78-132d-459b-a8d0-c86db82d1ac0	http://n2t.net/ark:/65665/m3b8d9f841-7d40-49d5-84d0-dc81c740f62d	US	250131	G. V. Nash	1895	8	24	24 Aug 1895	United States	Florida	Hillsborough	Tampa.		Sida rubromarginata
00097990	unstained	http://n2t.net/ark:/65665/324d9a941-468a-43b0-b3d1-8a9524ca527c	http://n2t.net/ark:/65665/m3d0e4077f-3caa-404a-9bfd-84de99e2f198	US	399988	H. von Türckheim	1902	11		-- Nov 1902	Guatemala	Alta Verapaz		Cobán		Robinsonella edentula
00098005	unstained	http://n2t.net/ark:/65665/3c1e408c0-b982-454e-a6fc-0782e6c45964	http://n2t.net/ark:/65665/m398bc0dfc-fd40-4827-bdc5-bf0eba753e14	US	2224390	E. Asplund				-- --- ----	Peru	Lima				Bastardia limensis
00098007	unstained	http://n2t.net/ark:/65665/330d4ff16-99bc-415b-bd9a-d8ff58c52d0e	http://n2t.net/ark:/65665/m382aa58c4-01bd-40d1-8e5a-6b23fac848f6	US	1316921	Y. Mexia	1927	1	14	14 Jan 1927	Mexico	Jalisco		San Sebastian, Arroyo de Las Castillas.		Pavonia amplifolia
00098035	unstained	http://n2t.net/ark:/65665/3f47d7948-a838-421d-8d9c-ed43efc13b4f	http://n2t.net/ark:/65665/m3ed3642fb-bc56-4d0a-9b7f-e08421dd9ffa	US	12679	C. G. Pringle	1892	11	12	12 Nov 1892	Mexico	Michoacán		Monte Leon.		Pavonia melanommata
00098055	unstained	http://n2t.net/ark:/65665/3568a57f5-de1e-448e-a2fc-dceacd6b8eb3	http://n2t.net/ark:/65665/m3248c7385-5e22-40a4-bb96-f7d6d09832bb	US	1073354	E. W. Nelson	1894	4	9	09 Apr 1894	Mexico	Oaxaca		N of Tuxtepec.		Malvaviscus oaxacanus
00098073	unstained	http://n2t.net/ark:/65665/3c62a0ac6-75a1-4fd3-a642-57d78dcc46e0	http://n2t.net/ark:/65665/m3fba72dc7-dd35-44ce-b264-1feffcef6853	US	12805	E. Palmer	1885	8		-- Aug 1885 to  -- Nov 1885	Mexico	Chihuahua		South-western Chihuahua.		Hibiscus biseptus
00098075	unstained	http://n2t.net/ark:/65665/3a22ba541-b2b1-4962-8cc4-48473a05e54d	http://n2t.net/ark:/65665/m3f68b8a2e-9f8e-4344-a2d2-25939046c007	US	2746144	N. Byrnes	1969	2	20	20 Feb 1969	Australia	Northern Territory		East of Pine Creek.		Hibiscus byrnesii
00098082	unstained	http://n2t.net/ark:/65665/3a7c4de77-186e-41a4-be6d-55fcc36d2d7d	http://n2t.net/ark:/65665/m3e91dbd43-4517-48e6-92ca-3ccde2133678	US	2565835	R. de la Sagra				-- --- ----	Cuba					Hibiscus costatus
00098134	unstained	http://n2t.net/ark:/65665/3663c5b4e-7d61-4886-9047-9be29104e8c5	http://n2t.net/ark:/65665/m31554cae2-11f7-41af-bac0-91a4756ce737	US	2979548	J. T. Howell & G. True	1973	7	30	30 Jul 1973	United States	California	Nevada	Scadden Flat W of Grass valley at Head of Squirrel ck.; alt. 2400 ft.		Sidalcea stipularis
00098137	unstained	http://n2t.net/ark:/65665/3e551fc8b-b9b1-42e0-80ed-68c1137525b2	http://n2t.net/ark:/65665/m3c3a67d9e-304a-4bf6-8455-e2cef96aa53a	US	1340575	F. W. Pennell	1925	4	19	19 Apr 1925 to  21 Apr 1925	Peru	Puno		Chugui Bambilla.		Malvastrum bakerianum f. hirsutissimum
